"Qualification","Experience","Rating","Place","Profile","Fees"
"BDS, MDS - Prosthodontics",18,95,"Shanti Niketan, Delhi","Dentist",250
"BAMS",4,95,"T Nagar, Chennai","Ayurveda",100
"MBBS, MD - General Medicine",8,95,"JP Nagar 7 Phase, Bangalore","General Medicine",300
"MD - Ayurveda Medicine, BAMS",10,95,"Dahisar West, Mumbai","Ayurveda",200
"BHMS",4,95,"Dwarka Sector 23, Delhi","Homeopath",400
"MBBS, MS - ENT",37,71,"Lajpat Nagar, Delhi","ENT Specialist",700
"MBBS, DDV",22,94,"Teynampet, Chennai","Dermatologists",500
"BDS",12,95,"Krishna Nagar, Delhi","Dentist",250
"MS - ENT, MBBS",32,95,"Dwarka, Delhi","ENT Specialist",300
"BAMS",2,95,"HSR Layout, Bangalore","Ayurveda",100
"BAMS",15,95,"Park Town, Chennai","Ayurveda",200
"MD - Physician",6,95,"Pothencode, Thiruvananthapuram","General Medicine",80
"MBBS, MD - General Medicine",23,85,"Indiranagar, Bangalore","General Medicine",350
"MBBS, DDVL, FRGUHS",3,95,"Indiranagar, Bangalore","Dermatologists",500
"BSc, DHMS, MD - Homeopathy, PhD - Homoeopathy",28,98,"Adambakkam, Chennai","Homeopath",200
"BAMS",24,95,"Chembur, Mumbai","Ayurveda",100
"MBBS, MD - Dermatology",5,95,"Marathahalli, Bangalore","Dermatologists",600
"BDS, Diploma in Implanthology, Advanced Endotontic Course On Root Canal",9,92,"RK Puram, Delhi","Dentist",200
"BDS, Post Graduate Certificate in Advanced Oral Implantology",14,100,"Panchsheel Park, Delhi","Dentist",900
"MD - Dermatology, MBBS",17,98,"Dwarka, Delhi","Dermatologists",500
"BDS, MDS - Periodontology and Oral Implantology",9,95,"Chromepet, Chennai","Dentist",100
"MBBS, MD - Dermatology , Venereology & Leprosy",11,96,"Kanakpura Road, Bangalore","Dermatologists",300
"BDS, MDS - Conservative Dentistry & Endodontics",20,100,"Vadavalli, Coimbatore","Dentist",100
"MD - Dermatology, MBBS",16,77,"Hauz Khas, Delhi","Dermatologists",500
"MBBS, MD - Dermatology , Venereology & Leprosy",18,96,"Janak Puri, Delhi","Dermatologists",100
"MBBS, MD - Dermatology",7,95,"Chromepet, Chennai","Dermatologists",300
"MBBS, MS - ENT",14,95,"Thousand Lights, Chennai","ENT Specialist",700
"MBBS, DVD",14,95,"Sadashivanagar, Bangalore","Dermatologists",500
"BDS",21,95,"R.S. Puram, Coimbatore","Dentist",300
"BDS",3,95,"JP Nagar 5 Phase, Bangalore","Dentist",100
"MD - Physician",11,95,"Safdarjung Enclave, Delhi","General Medicine",100
"MD - Medicine, PG in Diabetology",18,91,"Kalkaji, Delhi","General Medicine",300
"BAMS",11,100,"Ghatkopar West, Mumbai","Ayurveda",400
"BAMS",5,100,"Chandra Layout, Bangalore","Ayurveda",150
"MBBS, MD - Dermatology , Venereology & Leprosy",13,95,"Jayanagar, Bangalore","Dermatologists",500
"BAMS, MD - Ayurveda Medicine",14,100,"Kodambakkam, Chennai","Ayurveda",200
"BHMS, Certificate Course in Advanced Homoeopathy (C.C.A.H)",6,95,"Whitefield, Bangalore","Homeopath",400
"BDS",5,95,"T Nagar, Chennai","Dentist",100
"MD - Ayurveda Medicine, BAMS, D.Y.A",11,98,"Borivali West, Mumbai","Ayurveda",500
"BDS, MDS - Periodontics, Fellowship and Diplomate in Implantology from ICOI (USA)",9,98,"Defence Colony, Delhi","Dentist",500
"MBBS, MD - Dermatology",15,93,"Lower Parel, Mumbai","Dermatologists",500
"BDS, MDS - Periodontology and Oral Implantology",35,98,"West Mambalam, Chennai","Dentist",200
"MBBS, MD - Dermatology",11,93,"KPHB, Hyderabad","Dermatologists",750
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",20,95,"Dickenson Road, Bangalore","General Medicine",600
"MBBS, Post Graduate Diploma in Sports Medicine, Nutrition Certification",8,95,"Manikonda, Hyderabad","General Medicine",300
"MBBS, MD - Dermatology , Venereology & Leprosy",7,93,"Kondapur, Hyderabad","Dermatologists",400
"BDS, MDS- Oral Pathology, Certificate in Dental Implants, Diploma in Medical Law and Ethics (PGDMLE)",21,98,"Choolaimedu, Chennai","Dentist",200
"BAMS",5,95,"Angamaly, Ernakulam","Ayurveda",100
"BDS",14,95,"Model Town 2, Delhi","Dentist",200
"BHMS",5,95,"Bandra West, Mumbai","Homeopath",250
"BAMS",19,95,"Koramangala, Bangalore","Ayurveda",500
"BAMS, PGCR, LLB, MD - Ayurveda Medicine",34,95,"Patel Nagar East, Delhi","Ayurveda",300
"BDS, MDS - Oral & Maxillofacial Surgery",20,95,"Vanagaram, Chennai","Dentist",600
"BDS, MBA",18,98,"Kalkaji, Delhi","Dentist",500
"MS - ENT, MBBS",31,93,"Powai, Mumbai","ENT Specialist",800
"BAMS, MD - Ayurveda Medicine",12,95,"Rohini, Delhi","Ayurveda",300
"MBBS, MCIP",38,95,"Chetpet, Chennai","General Medicine",300
"MBBS, MD - Dermatology , Venereology & Leprosy",6,95,"Chanda Nagar, Hyderabad","Dermatologists",400
"MBBS, MD - Internal Medicine",39,77,"Paschim Vihar, Delhi","General Medicine",800
"BDS, MDS - Conservative Dentistry & Endodontics",9,98,"Bannerghatta Road, Bangalore","Dentist",600
"MBBS, MD - General Medicine",27,95,"Chembur, Mumbai","General Medicine",500
"BHMS, MD - Homeopathy",11,95,"Okhla, Delhi","Homeopath",300
"BHMS",27,95,"Hari Nagar, Delhi","Homeopath",500
"MBBS, DDVL",11,95,"Dilsukhnagar, Hyderabad","Dermatologists",400
"MBBS",43,95,"Sakinaka, Mumbai","General Medicine",100
"BAMS",7,98,"Basavanagudi, Bangalore","Ayurveda",300
"MBBS, DDVL",15,91,"Pitampura, Delhi","Dermatologists",700
"MDS - Public Health Dentistry",6,86,"Powai, Mumbai","Dentist",300
"BDS, MDS - Periodontology and Oral Implantology",12,99,"Varthur, Bangalore","Dentist",100
"MBBS, MD - General Medicine",28,80,"Manikonda, Hyderabad","General Medicine",400
"BHMS",24,95,"Dilsukhnagar, Hyderabad","Homeopath",300
"BHMS",14,95,"Chembur, Mumbai","Homeopath",100
"MBBS, MD - Dermatology",10,95,"Kasturi nagar, Bangalore","Dermatologists",400
"MDS - Conservative Dentistry & Endodontics",2,95,"Vasant Vihar, Delhi","Dentist",500
"BDS",13,98,"Kaggadasapura, Bangalore","Dentist",300
"BHMS",14,95,"Dilsukhnagar, Hyderabad","Homeopath",300
"BHMS",11,95,"Khairatabad, Hyderabad","Homeopath",300
"BAMS, MS - Ayurveda, PhD- Ayurveda",16,90,"Yelahanka, Bangalore","Ayurveda",400
"MBBS, MD - Dermatology , Venereology & Leprosy",9,95,"Kilpauk, Chennai","Dermatologists",500
"MBBS, MD - General Medicine",13,95,"Dommasandra, Bangalore","General Medicine",100
"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, FRCS - General Surgery",21,95,"Gachibowli, Hyderabad","General Medicine",600
"BHMS",11,95,"Sagarpur, Delhi","Homeopath",50
"MBBS",20,95,"Singanallur, Coimbatore","General Medicine",100
"BHMS",9,95,"Madinaguda, Hyderabad","Homeopath",200
"LCEH",39,95,"Dahisar East, Mumbai","Homeopath",100
"DNB - ENT",14,95,"Arumbakkam, Chennai","ENT Specialist",300
"MBBS, MS - Otorhinolaryngology, DNB",17,95,"OMR Road, Chennai","ENT Specialist",700
"BHMS",25,95,"Old Rajendra Nagar, Delhi","Homeopath",450
"BAMS",4,95,"Varthur, Bangalore","Ayurveda",200
"BAMS, PG Certificate Course In Diabetes Education(PGDCE)",15,95,"Kandivali West, Mumbai","Ayurveda",100
"BDS, MDS - Orthodontics",17,93,"Kumarapuram, Thiruvananthapuram","Dentist",200
"BHMS, Master of Public Health (MPH)",9,95,"Medavakkam, Chennai","Homeopath",200
"BAMS",10,97,"Andheri East, Mumbai","Ayurveda",300
"MBBS, MSc. - Dermatology Skills and Treatment (University of Hertfordshire), Fellowship in Aesthetic Medicine",7,95,"Manikonda, Hyderabad","Dermatologists",300
"BHMS",11,99,"Thiruvanmiyur, Chennai","Homeopath",300
"MBBS",19,95,"Sowcarpet, Chennai","General Medicine",100
"MS - Otorhinolaryngology, MBBS",5,95,"Guduvanchery, Chennai","ENT Specialist",200
"BDS, MDS - Periodontology and Oral Implantology",17,98,"Koramangala, Bangalore","Dentist",300
"MD - Dermatology, DDV",15,99,"Chembur, Mumbai","Dermatologists",700
"MBBS",35,96,"Malviya Nagar, Delhi","General Medicine",300
"BDS",25,95,"Tatabad, Coimbatore","Dentist",150
"MBBS",40,100,"Arekere, Bangalore","General Medicine",150
"MBBS, M.H.Sc-Diabetology",18,95,"Kothaguda, Hyderabad","General Medicine",200
"BHMS",18,95,"Vignan Nagar, Bangalore","Homeopath",400
"MDS - Oral Medicine",5,100,"Mahadevapura, Bangalore","Dentist",200
"BDS",14,95,"Pitampura, Delhi","Dentist",200
"MDS, BDS",8,95,"Aminjikarai, Chennai","Dentist",200
"BDS, MDS",6,95,"Rajajinagar, Bangalore","Dentist",100
"BDS, MDS - Conservative Dentistry & Endodontics",7,100,"Varthur, Bangalore","Dentist",100
"BHMS, MSc - Applied Psychology, PGDPC (Post Graduation Diploma In Psychological Counselling)",14,95,"Pandav Nagar, Delhi","Homeopath",800
"MBBS, MD - General Medicine",5,95,"Nungambakkam, Chennai","General Medicine",500
"BAMS",8,95,"Powai, Mumbai","Ayurveda",70
"BAMS",26,95,"Goregaon West, Mumbai","Ayurveda",100
"MBBS",3,95,"Peelamedu, Coimbatore","General Medicine",150
"MBBS, MD - Dermatology",33,91,"Basavanagudi, Bangalore","Dermatologists",400
"MBBS, MD - Internal Medicine",49,95,"Ashok Vihar Phase 1, Delhi","General Medicine",600
"MBBS, FRCSEd",45,82,"West Marredpally, Hyderabad","General Medicine",400
"MBBS, Diploma in Dermatology",55,95,"Karol Bagh, Delhi","Dermatologists",100
"BDS, MDS",15,95,"Ganapathy, Coimbatore","Dentist",200
"BAMS",8,95,"Kandivali East, Mumbai","Ayurveda",200
"MBBS, MS - ENT",27,91,"Kilpauk, Chennai","ENT Specialist",500
"MS - ENT, MBBS",12,95,"Amberpet, Hyderabad","General Medicine",300
"BAMS",10,95,"Secunderabad, Hyderabad","Ayurveda",100
"MBBS, MD - Dermatology , Venereology & Leprosy",8,100,"RTC X Road, Hyderabad","Dermatologists",300
"MBBS, MD - Dermatology , Venereology & Leprosy",19,97,"RT Nagar, Bangalore","Dermatologists",400
"MDS - Periodontology and Oral Implantology, BDS",8,95,"Varthur, Bangalore","Dentist",100
"MD - Skin,VD & Leprosy, MBBS",11,97,"Adyar, Chennai","Dermatologists",500
"BHMS",19,95,"Mayur Vihar Ph-I, Delhi","Homeopath",100
"MBBS, MD - Dermatology , Venereology & Leprosy",10,89,"Nungambakkam, Chennai","Dermatologists",300
"MBBS, MS - ENT, FIMSA",52,58,"Dwarka Sector 3, Delhi","ENT Specialist",550
"MBBS",12,95,"Chanda Nagar, Hyderabad","General Medicine",300
"BDS",20,100,"Vasant Vihar, Delhi","Dentist",500
"MBBS, MS - Otorhinolaryngology",8,95,"Kothapet, Hyderabad","ENT Specialist",500
"BDS",25,96,"Mayur Vihar Ph-I, Delhi","Dentist",100
"BHMS, MD - Homeopathy",10,95,"Malviya Nagar, Delhi","Homeopath",200
"MBBS, DDVL",23,81,"KR Puram, Bangalore","Dermatologists",350
"MSc - Endocrinology(UK), MBBS, Post Graduate Diploma in Endocrinology",7,95,"Film Nagar, Hyderabad","General Medicine",500
"MBBS, MD - Dermatology",31,95,"Somajiguda, Hyderabad","Dermatologists",500
"MBBS, Diploma in Emergency Medicine, Fellowship in Diabetology",14,96,"Dwarka, Delhi","General Medicine",500
"MBBS, Fellowship in Endocrinology, Diabetes & Metabolism",32,96,"Old Airport Road, Bangalore","General Medicine",550
"BAMS",13,86,"Kalyan Nagar, Bangalore","Ayurveda",300
"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",21,95,"Vanagaram, Chennai","General Medicine",100
"MBBS, DDVL, DNB - Dermatology & Venereology",14,99,"Punjabi Bagh, Delhi","Dermatologists",500
"BAMS, Masters in Surgery (MS)",12,95,"Lodhi Colony, Delhi","Ayurveda",500
"MD - Homeopathy",13,95,"Mira-Bhayandar Road, Mumbai","Homeopath",300
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",10,95,"Kondapur, Hyderabad","Dentist",300
"BAMS",20,99,"Sultanpur, Delhi","Ayurveda",800
"MBBS, MD - General Medicine",36,95,"Kalamassery, Ernakulam","General Medicine",250
"Certification Course In Diabetes, MD - (Medicine - Endocrinology), MBBS",11,99,"Kamla Nagar, Delhi","General Medicine",600
"MBBS, Diploma in Otorhinolaryngology (DLO)",43,95,"Dilshad Garden, Delhi","ENT Specialist",500
"DDVL, MBBS",9,98,"Vikhroli East, Mumbai","Dermatologists",500
"MBBS, Diploma in Otorhinolaryngology (DLO)",27,95,"Murugeshpalya, Bangalore","ENT Specialist",250
"DNB - General Surgery, MBBS",7,95,"Sion East, Mumbai","General Medicine",500
"MBBS, MD - Dermatology , Venereology & Leprosy",16,85,"Ramamurthy Nagar, Bangalore","Dermatologists",300
"BDS",5,95,"Jayanagar, Bangalore","Dentist",100
"BAMS",30,95,"Ghatkopar West, Mumbai","Ayurveda",60
"MBBS, Diploma in Otorhinolaryngology (DLO)",15,91,"T Nagar, Chennai","ENT Specialist",400
"MDS - Periodontology and Oral Implantology, BDS",18,98,"Mahadevapura, Bangalore","Dentist",250
"MBBS, MD - Dermatology, DNB",11,95,"HSR Layout, Bangalore","Dermatologists",500
"MDS - Periodontics",14,98,"Nizampet, Hyderabad","Dentist",300
"DHMS (Diploma in Homeopathic Medicine and Surgery)",26,100,"Bellandur, Bangalore","Homeopath",300
"BAMS",3,95,"Royapettah, Chennai","Ayurveda",300
"BAMS, MD - Ayurveda Medicine",8,95,"Yelahanka, Bangalore","Ayurveda",300
"MBBS, MD - Dermatology , Venereology & Leprosy",7,95,"Whitefield, Bangalore","Dermatologists",500
"BDS",7,95,"Santacruz West, Mumbai","Dentist",100
"BHMS",31,99,"Okhla, Delhi","Homeopath",100
"MBBS, MD - Dermatology",25,92,"HSR Layout, Bangalore","Dermatologists",500
"MBBS, MCEM",22,95,"Masab Tank, Hyderabad","General Medicine",300
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",50,56,"HSR Layout, Bangalore","ENT Specialist",500
"BAMS",10,95,"Tambaram, Chennai","Ayurveda",200
"MBBS, DVD, Diploma in Dermatology",29,95,"Kumara Park West, Bangalore","Dermatologists",550
"BAMS",18,95,"Janak Puri, Delhi","Ayurveda",300
"BDS",12,100,"Tilak Nagar, Mumbai","Dentist",150
"BAMS",24,95,"Jeedimetla, Hyderabad","Ayurveda",100
"MBBS, Diploma in Dermatology",10,95,"Malad, Mumbai","Dermatologists",600
"MBBS, MS - ENT",31,95,"Pusa Road, Delhi","ENT Specialist",100
"BDS",16,95,"Old Rajendra Nagar, Delhi","Dentist",250
"MDS - Oral & Maxillofacial Surgery, BDS",5,100,"Dadar West, Mumbai","Dentist",100
"BDS",14,95,"Perumbavoor, Ernakulam","Dentist",100
"BDS, MDS- Oral Pathology",9,95,"Sreekaryam, Thiruvananthapuram","Dentist",150
"MBBS, Fellowship in Diabetology(Royal Liverpool Academy, UK)",22,100,"Sanjay Nagar, Bangalore","General Medicine",200
"BDS, MDS - Oral & Maxillofacial Surgery",21,97,"JP Nagar 5 Phase, Bangalore","Dentist",100
"MBBS, MD - Medicine",38,95,"Dadar West, Mumbai","General Medicine",100
"MBBS, DNB - Otorhinolaryngology",4,95,"Mira Road, Mumbai","ENT Specialist",400
"BDS, MDS - Prosthodontics",6,95,"Prabhadevi, Mumbai","Dentist",100
"MBBS, DNB - ENT",20,95,"Goregaon West, Mumbai","ENT Specialist",700
"BDS, MDS - Orthodontics",23,100,"Mylapore, Chennai","Dentist",500
"BAMS",6,100,"Jayanagar 7 Block, Bangalore","Ayurveda",200
"BAMS",11,95,"Begur, Bangalore","Ayurveda",200
"BAMS",15,95,"Lingampally, Hyderabad","Ayurveda",100
"MBBS, DFM (UK), Diploma in Emergency Medicine",17,100,"Manikonda, Hyderabad","General Medicine",350
"MBBS, DNB - Pulmonary Medicine, DIPLOMA IN TB AND CHEST DISEASES, Advanced Certificate Course In Diabetes",18,95,"Valasaravakkam, Chennai","General Medicine",300
"Masters Diploma in Acupressure, BHMS, Certification in Nutrition and Weight Management",8,98,"Kaggadasapura, Bangalore","Homeopath",300
"BHMS",24,95,"Dadar West, Mumbai","Homeopath",800
"BAMS",13,95,"Grant Road, Mumbai","Ayurveda",500
"BAMS",17,96,"Kemps Corner, Mumbai","Ayurveda",100
"MBBS, Diploma in Otorhinolaryngology (DLO)",2,95,"SG Palya (Kormangla), Bangalore","ENT Specialist",250
"BDS",8,95,"Sheikh Sarai, Delhi","Dentist",250
"BAMS",18,95,"Dadar East, Mumbai","Ayurveda",100
"MBBS, MD - Skin,VD & Leprosy",12,95,"Pusa Road, Delhi","Dermatologists",100
"BHMS, DAT(Diploma in Accupressure and foot Reflexology), MS - Psychology",8,95,"Rohini, Delhi","Homeopath",300
"BDS",5,95,"Pitampura, Delhi","Dentist",250
"MBBS, MD - Dermatology",12,95,"Basaveshwaranagar, Bangalore","Dermatologists",250
"MD - Physician, DNB - Pulmonary Medicine, Indian Diploma Critical Care Medicine (IDCCM), FCD - Diabetology",11,100,"Attapur, Hyderabad","General Medicine",300
"BHMS",8,95,"Perumbakkam, Chennai","Homeopath",200
"BHMS",16,95,"Palkulangara, Thiruvananthapuram","Homeopath",100
"MBBS, MD - Dermatology",19,90,"Secunderabad, Hyderabad","Dermatologists",300
"BDS",6,100,"Malad West, Mumbai","Dentist",300
"BAMS",12,95,"Serilingampally, Hyderabad","Ayurveda",100
"MBBS, Diploma in Otorhinolaryngology (DLO), FRCS - General Surgery",36,77,"Mahalingapuram, Chennai","ENT Specialist",500
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology",11,100,"Bhandup West, Mumbai","Dermatologists",400
"MDS - Paedodontics And Preventive Dentistry, BDS",9,95,"Khar West, Mumbai","Dentist",200
"MBBS, MS - ENT",11,98,"Mehdipatnam, Hyderabad","ENT Specialist",450
"MS - ENT, DNB - ENT, MRCS (UK), Diploma in Otorhinolaryngology (DLO), MASLP, FRCS - General Surgery",25,95,"Yeshwanthpur, Bangalore","ENT Specialist",400
"MDS - Periodontics",9,100,"Nungambakkam, Chennai","Dentist",500
"MBBS, MD - Dermatology",33,89,"Nungambakkam, Chennai","Dermatologists",700
"DVD, MD - Dermatology",39,95,"Matunga West, Mumbai","Dermatologists",100
"MBBS, MD - General Medicine",39,95,"Porur, Chennai","General Medicine",100
"BHMS, MD - Homeopathy, Diploma in Cosmetology, PG Diploma in Trichology, Diploma In Skin Aesthetics",19,98,"Andheri West, Mumbai","Homeopath",500
"BAMS, MD - Ayurveda Medicine, PhD- Ayurveda",39,95,"Malakpet, Hyderabad","Ayurveda",150
"MBBS, MD - Dermatology , Venereology & Leprosy",14,93,"Hari Nagar, Delhi","Dermatologists",400
"MS - ENT, MBBS, Fellowship in Head & Neck Oncology Surgery",10,95,"Mulund West, Mumbai","ENT Specialist",100
"MBBS, Diploma in Otorhinolaryngology (DLO)",13,95,"Kandivali West, Mumbai","ENT Specialist",400
"MBBS, MD - Skin & VD, DNB - Dermatology & Venereology",20,95,"Nallakunta, Hyderabad","Dermatologists",400
"BDS",3,95,"Nettoor, Ernakulam","Dentist",100
"BDS",5,95,"Begumpet, Hyderabad","Dentist",200
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8,95,"Jubilee Hills, Hyderabad","Dentist",500
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT, FCPS - Mid. & Gynae, DNB - ENT",19,81,"Kandivali East, Mumbai","ENT Specialist",600
"BAMS",3,95,"Besant Nagar, Chennai","Ayurveda",100
"BAMS",14,95,"Hyderguda, Hyderabad","Ayurveda",100
"MBBS, MS - ENT",27,78,"Bellandur, Bangalore","ENT Specialist",350
"BAMS",12,95,"Chinchpokli, Mumbai","Ayurveda",600
"BAMS",2,95,"Rani Khera, Delhi","Ayurveda",100
"MBBS",16,95,"Prashant Vihar, Delhi","ENT Specialist",100
"BHMS",0,95,"Kukatpally, Hyderabad","Homeopath",100
"BDS, MDS - Pedodontics",13,95,"Anna Nagar, Chennai","Dentist",100
"MBBS, MD - General Medicine, Post Graduate Course in Diabetology, Post Graduate Diploma in Endocrinology",12,93,"Tolichowki, Hyderabad","General Medicine",300
"MD - Homeopathy, BHMS",34,95,"Begumpet, Hyderabad","Homeopath",500
"MBBS, MD - Dermatology, Fellowship in Cosmetology",24,75,"Greater Kailash Part 1, Delhi","Dermatologists",100
"BDS",7,95,"Palluruthy, Ernakulam","Dentist",100
"BHMS",0,95,"Kaggadasapura, Bangalore","Homeopath",250
"MBBS, MS - ENT, DNB",21,95,"Adyar, Chennai","ENT Specialist",500
"BHMS",5,93,"RT Nagar, Bangalore","Homeopath",100
"MBBS, MD - Dermatology , Venereology & Leprosy",7,95,"Beeramguda, Hyderabad","Dermatologists",300
"MBBS, DNB - General Medicine",10,95,"Shalimar Bagh, Delhi","General Medicine",700
"BDS",11,100,"Madinaguda, Hyderabad","Dentist",200
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",10,95,"Jubilee Hills, Hyderabad","Dentist",350
"MS - General Surgery, Fellow of Academy of General Education (FAGE), MBBS",28,95,"MRC Nagar, Chennai","General Medicine",100
"MD - Dermatology, DDVL, MBBS",15,95,"Porur, Chennai","Dermatologists",250
"BHMS",33,100,"Civil Lines, Delhi","Homeopath",200
"MBBS, Diploma in Otorhinolaryngology (DLO)",19,92,"Kalyan Nagar, Bangalore","ENT Specialist",400
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",16,95,"Triplicane, Chennai","ENT Specialist",200
"BDS, MDS - Paedodontics And Preventive Dentistry",12,100,"HSR Layout, Bangalore","Dentist",400
"MBBS, MD - Dermatology",41,93,"Basheerbagh, Hyderabad","Dermatologists",500
"BAMS",2,95,"Royapettah, Chennai","Ayurveda",300
"MS - ENT",24,80,"Andheri East, Mumbai","ENT Specialist",600
"MBBS, MD - Dermatology , Venereology & Leprosy, FRGUHS",7,100,"HSR Layout, Bangalore","Dermatologists",500
"BAMS",7,88,"Anna Nagar West, Chennai","Ayurveda",250
"Get inspired by remarkable stories of people like you",0,95,"","Dermatologists",100
"MBBS",24,97,"HSR Layout, Bangalore","General Medicine",350
"MBBS, Diploma in Radio Therapy",32,95,"Bannerghatta Road, Bangalore","General Medicine",200
"BDS, Fellowship and Diplomate in Implantology from ICOI (USA), Current Concepts in American Dentistry Advances in Implantology and Oral Rehabilitation",10,96,"Lajpat Nagar, Delhi","Dentist",400
"BHMS, MD - Homeopathy",7,95,"Marathahalli, Bangalore","Homeopath",200
"MBBS, MD - General Medicine",17,95,"Whitefield, Bangalore","General Medicine",500
"BAMS",25,95,"Ghatkopar West, Mumbai","Ayurveda",100
"DNB - ENT, MBBS",19,95,"Shalimar Bagh, Delhi","ENT Specialist",700
"BHMS",13,95,"Khar West, Mumbai","Homeopath",350
